"06 NOV 2025","16:24:25","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/22 through 10/31/23",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","570.80","110.30","460.50","80.68","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","540.50","3.80","536.70","99.30","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","540.50","0.00","540.50","100.00","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","118.77","0.00","118.77","100.00","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","118.77","0.00","118.77","100.00","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","118.77","0.00","118.77","100.00","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11349","08/02/23","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","207.43","0.00","207.43","100.00","","JEFF","","","","","","40","WELLS FARGO-SIGNTECH","DES MOINES","IA",
"11365","08/23/23","INSTL","6140","IRI LLC","1376.12","806.98","569.14","41.36","","JEFF","","","","","","1","IOWA REALTY","INDIANOLA","IA",
"11370","10/05/23","INSTL","3205","STRATUS","288.65","856.67","-568.02","-196.79","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","1211.50","448.03","763.47","63.02","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","673.40","193.05","480.35","71.33","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","1893.90","1606.45","287.45","15.18","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","584.74","481.99","102.75","17.57","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","1893.90","785.70","1108.20","58.51","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","673.40","183.71","489.69","72.72","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","868.58","166.47","702.11","80.83","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11370","10/05/23","INSTL","3205","STRATUS","1893.90","402.20","1491.70","78.76","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"11380","08/12/23","INSTL","6105","HAYE'S DESIGN COMPANY","1180.22","235.67","944.55","80.03","","JEFF","","","","","","3","BECK´S - HAYES DESIGN CO.","COON RAPIDS","IA",
"11380","08/12/23","INSTL","6105","HAYE'S DESIGN COMPANY","480.85","396.43","84.42","17.56","","JEFF","","","","","","3","BECK´S - HAYES DESIGN CO.","COON RAPIDS","IA",
"11381","08/12/23","INSTL","6105","HAYE'S DESIGN COMPANY","1180.22","471.56","708.66","60.04","","JEFF","","","","","","2","BECK´S - HAYES DESIGN CO.","COON RAPIDS","IA",
"11423","10/09/23","INSTL","6147","CIVIL ENGINEERING CONSULTANTS INC","2747.92","2039.91","708.01","25.77","","JEFF","","","","","","1","THE PRESERVE - CIVIL ENGINEERING","WEST DES MOINES","IA",
"11423","10/09/23","INSTL","6147","CIVIL ENGINEERING CONSULTANTS INC","3604.25","1343.90","2260.35","62.71","","JEFF","","","","","","1","THE PRESERVE - CIVIL ENGINEERING","WEST DES MOINES","IA",
"11429","10/24/23","INSTL","2535","ATLAS SIGN INDUSTRIES","713.47","214.01","499.46","70.00","351.82","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11429","10/24/23","INSTL","2535","ATLAS SIGN INDUSTRIES","0.00","0.00","0.00","","","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11429-2","10/31/23","INSTL","2535","ATLAS SIGN INDUSTRIES","713.47","3.80","709.67","99.47","","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11429-2","10/31/23","INSTL","2535","ATLAS SIGN INDUSTRIES","1092.36","120.12","972.24","89.00","","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11429-2","10/31/23","INSTL","2535","ATLAS SIGN INDUSTRIES","896.74","0.00","896.74","100.00","","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","957.74","489.49","468.25","48.89","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","440.52","277.30","163.22","37.05","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","545.58","261.21","284.37","52.12","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","601.43","144.80","456.63","75.92","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","601.43","762.78","-161.35","-26.83","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","440.52","275.50","165.02","37.46","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11449","10/13/23","INSTL","6104","LUMINEO SIGNS.","601.43","126.30","475.13","79.00","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11452","10/12/23","INSTL","2414","BENDSEN SIGNS & GRAPHICS  INC.","1811.87","658.46","1153.41","63.66","225.00","JEFF","","","","","","2","ADM","CLIVE","IA",
"11453","09/08/23","INSTL","5510","THE ENPRO GROUP","147.56","80.45","67.11","45.48","","JEFF","","","","","","2","AT&T","DES MOINES","IA",
"11454","10/30/23","INSTL","6154","TUDDY'S TAVERN","2121.29","417.59","1703.70","80.31","565.62","JEFF","","","","","","DEFAULT","TUDDY´S TAVERN","WEST DES MOINES","IA",
"11502","09/29/23","INSTL","6080","CURING CRACK CHIROPRACTIC","578.29","197.80","380.49","65.80","","JEFF","","","","","","DEFAULT","CURING CRACK CHIROPRACTIC","JOHNSTON","IA",
"SC7517","03/07/23","INSTL","5924","AMERICAN/ INTERSTATE SIGN CRAFTERS","899.04","608.23","290.81","32.35","","JEFF","","","","","","1","PETCO - AMERICAN/ INTERSTATE SIGN CRAFTERS","DES MOINES","IA",
"","","INSTL","","Product Totals","96092.26","56794.81","39297.45","40.90","3288.63","JEFF",

"10852-3","12/19/22","INT","5995","PAWS & PINTS","7770.66","4478.01","3292.65","42.37","","JEFF","","","","","","DEFAULT","PAWS & PINTS","DES MOINES","IA",
"10899","01/18/23","INT","4236","EASTER SEALS CAMP SUNNYSIDE","635.38","408.20","227.18","35.75","","JEFF","","","","","","DEFAULT","EASTER SEALS CAMP SUNNYSIDE","DES MOINES","IA",
"10899","01/18/23","INT","4236","EASTER SEALS CAMP SUNNYSIDE","108.64","73.39","35.25","32.45","","JEFF","","","","","","DEFAULT","EASTER SEALS CAMP SUNNYSIDE","DES MOINES","IA",
"11051","02/27/23","INT","2460","DOWNING INC.","1524.70","1061.08","463.62","30.41","326.00","JEFF","","","","","","19","ANKENY ORTHODONTICS - DOWNING","ANKENY","IA",
"11056","01/09/23","INT","6069","SHYFT COLLECTIVE","205.49","54.02","151.47","73.71","","JEFF","","","","","","1","HOMEGROWN - SHYFT","DES MOINES","IA",
"11056","01/09/23","INT","6069","SHYFT COLLECTIVE","124.17","21.89","102.28","82.37","","JEFF","","","","","","1","HOMEGROWN - SHYFT","DES MOINES","IA",
"11129","04/22/23","INT","2460","DOWNING INC.","1155.00","1185.83","-30.83","-2.67","","JEFF","","","","","","21","FOOT & ANKLE CENTER OF IOWA - DOWNING","ANKENY","IA",
"11343","10/18/23","INT","2460","DOWNING INC.","2434.00","1016.57","1417.43","58.23","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11343","10/18/23","INT","2460","DOWNING INC.","1399.00","882.75","516.25","36.90","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11486","10/16/23","INT","6157","ABUNDANT HEALTH MASSAGE & BODYWORKS","1764.72","865.99","898.73","50.93","","JEFF","","","","","","DEFAULT","ABUNDANT HEALTH MASSAGE & BODYWORKS","ANKENY","IA",
"","","INT","","Product Totals","17121.76","10047.73","7074.03","41.32","326.00","JEFF",

"10899","01/18/23","MISC","4236","EASTER SEALS CAMP SUNNYSIDE","216.54","99.06","117.48","54.25","","JEFF","","","","","","DEFAULT","EASTER SEALS CAMP SUNNYSIDE","DES MOINES","IA",
"11009","01/18/23","MISC","6056","CIVIL DESIGN ADVANTAGE","1353.42","893.26","460.16","34.00","","JEFF","","","","","","DEFAULT","CIVIL DESIGN ADVANTAGE","URBANDALE","IA",
"11135","02/23/23","MISC","6069","SHYFT COLLECTIVE","488.75","324.46","164.29","33.61","","JEFF","","","","","","1","HOMEGROWN - SHYFT","DES MOINES","IA",
"11139","04/12/23","MISC","2460","DOWNING INC.","150.57","35.38","115.19","76.50","","JEFF","","","","","","22","TODAY'S DENTAL - DOWNING CONSTRUCTION","BELLEVUE","NE",
"11194-2","06/05/23","MISC","6093","FOOT & ANKLE CENTER OF IOWA","2169.77","2174.41","-4.64","-0.21","","JEFF","","","","","","DEFAULT","FOOT & ANKLE CENTER OF IOWA","GRIMES","IA",
"11332-2","10/12/23","MISC","5109","SERIGRAPHICS SIGN SYSTEM","815.98","619.00","196.98","24.14","","JEFF","","","","","","2","SLATE","DES MOINES","IA",
"11343","10/18/23","MISC","2460","DOWNING INC.","0.00","184.10","-184.10","","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11343","10/18/23","MISC","2460","DOWNING INC.","0.00","161.88","-161.88","","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11353","07/24/23","MISC","95950","NATIONAL CARWASH SOLUTIONS","1779.01","1323.60","455.41","25.60","","JEFF","","","","","","DEFAULT","RYKO MANUFACTURING","GRIMES","IA",
"11392","07/28/23","MISC","5630","GOODALL PROPERTIES  LLC","281.42","199.20","82.22","29.22","","JEFF","","","","","","DEFAULT","GOODALL PROPERTIES, LLC","WAUKEE","IA",
"11409","08/07/23","MISC","2414","BENDSEN SIGNS & GRAPHICS  INC.","100.00","0.00","100.00","100.00","","JEFF","","","","","","2","ADM","CLIVE","IA",
"11414","09/06/23","MISC","5189","THE CONCRETE COMPANY","0.00","94.28","-94.28","","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"11459","09/07/23","MISC","5988","PERFORMANCE CONTRACTING INC.","753.04","399.99","353.05","46.88","","JEFF","","","","","","DEFAULT","PERFORMANCE CONTRACTING INC.","GRIMES","IA",
"11467","09/21/23","MISC","5189","THE CONCRETE COMPANY","387.67","222.33","165.34","42.65","","JEFF","","","","","","DEFAULT","CONCRETE COMPANY","GRIMES","IA",
"SC7376","12/06/22","MISC","5898","MCKEE AUTO & RV","0.00","362.44","-362.44","","","JEFF","","","","","","DEFAULT","MCKEE AUTO & RV","PERRY","IA",
"","","MISC","","Product Totals","8496.17","7093.39","1402.78","16.51","0.00","JEFF",

"10372","12/30/22","MONMNT","4170","KNAPP PROPERTIES","6362.88","4356.67","2006.21","31.53","","JEFF","","","","","","3","THE PRESERVE","WEST DES MOINES","IA",
"10575","09/22/23","MONMNT","5930","MCANINCH CORP.","14747.30","14735.44","11.86","0.08","","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10575","09/22/23","MONMNT","5930","MCANINCH CORP.","7401.06","6718.11","682.95","9.23","","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10575","09/22/23","MONMNT","5930","MCANINCH CORP.","14222.02","2010.51","12211.51","85.86","","JEFF","","","","","","DEFAULT","MCANINCH CORP.","DES MOINES","IA",
"10585-2","04/27/23","MONMNT","5931","A.M. COHRON & SON  INC.","14909.66","13657.99","1251.67","8.40","","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10585-2","04/27/23","MONMNT","5931","A.M. COHRON & SON  INC.","7960.38","9795.11","-1834.73","-23.05","","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10585-2","04/27/23","MONMNT","5931","A.M. COHRON & SON  INC.","14222.02","2788.74","11433.28","80.39","","JEFF","","","","","","DEFAULT","A.M. COHRON & SON, INC.","West Des Moines ","IA",
"10893-2","04/18/23","MONMNT","6027","CIGARETTE ENERGY DISCOUNT STORE","9981.56","5814.84","4166.72","41.74","","JEFF","","","","","","DEFAULT","CIGARETTE ENERGY DISCOUNT STORE","DES MOINES","IA",
"10979","07/05/23","MONMNT","6046","HOPE DEVELOPMENT & REALTY","19393.48","13622.45","5771.03","29.76","","JEFF","","","","","","DEFAULT","HOPE PLAZA 2","GRIMES","IA",
"11105","03/20/23","MONMNT","95950","NATIONAL CARWASH SOLUTIONS","1779.01","1430.95","348.06","19.56","","JEFF","","","","","","DEFAULT","RYKO MANUFACTURING","GRIMES","IA",
"11155","06/08/23","MONMNT","6083","WALMART OUTLOT #4","9128.86","5209.69","3919.17","42.93","200.00","JEFF","","","","","","DEFAULT","WALMART OUTLOT #4","GRIMES","IA",
"11187","06/13/23","MONMNT","5554","IOWA TRUST AND SAVINGS BANK","1679.75","419.63","1260.12","75.02","","JEFF","","","","","","DEFAULT","IOWA TRUST AND SAVINGS BANK","PANORA","IA",
"11195","05/16/23","MONMNT","5379","IOWA TRUST & SAVINGS BANK","2699.04","1029.42","1669.62","61.86","","JEFF","","","","","","DEFAULT","IOWA TRUST & SAVINGS BANK","EMMETSBURG","IA",
"11294","10/16/23","MONMNT","6120","DOROTHY MAE KIDS ACADEMY","11964.72","7840.55","4124.17","34.47","275.00","JEFF","","","","","","DEFAULT","DOROTHY MAE KIDS ACADEMY","URBANDALE","IA",
"11340-2","10/26/23","MONMNT","6135","IOWA TRUST AND SAVINGS BANK","11302.36","6134.40","5167.96","45.72","","JEFF","","","","","","1","IOWA TRUST & SAVINGS BANK","CLIVE","IA",
"11340-2","10/26/23","MONMNT","6135","IOWA TRUST AND SAVINGS BANK","4953.53","2411.34","2542.19","51.32","","JEFF","","","","","","1","IOWA TRUST & SAVINGS BANK","CLIVE","IA",
"11343","10/18/23","MONMNT","2460","DOWNING INC.","6975.00","3154.02","3820.98","54.78","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11370","10/05/23","MONMNT","3205","STRATUS","600.57","112.63","487.94","81.25","","JEFF","","","","","","53","RESIDENCE INN BY MARRIOTT","WEST DES MOINES","IA",
"","","MONMNT","","Product Totals","160283.20","101242.49","59040.71","36.84","475.00","JEFF",

"10840","11/09/22","OUTS","6014","NEW OPPORTUNITIES","5970.13","3991.16","1978.97","33.15","","JEFF","","","","","","DEFAULT","NEW OPPORTUNITIES","CARROLL","IA",
"10893","01/19/23","OUTS","6027","CIGARETTE ENERGY DISCOUNT STORE","5783.88","4528.00","1255.88","21.71","","JEFF","","","","","","DEFAULT","CIGARETTE ENERGY DISCOUNT STORE","DES MOINES","IA",
"10913-1","07/24/23","OUTS","6028","FARMERS BANK OF NORTHERN MISSOURI","5058.88","3158.21","1900.67","37.57","","JEFF","","","","","","DEFAULT","FARMERS BANK OF NORTHERN MISSOURI","PRINCETON","MO",
"11194-2","06/05/23","OUTS","6093","FOOT & ANKLE CENTER OF IOWA","3646.51","1976.16","1670.35","45.81","","JEFF","","","","","","DEFAULT","FOOT & ANKLE CENTER OF IOWA","GRIMES","IA",
"11218","07/18/23","OUTS","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","650.97","22.95","628.02","96.47","","JEFF","","","","","","39","GUIDEPOST MONTESSORI - SIGNTECH","WAUKEE","IA",
"11257","09/18/23","OUTS","6116","FARMERS BANK OF NORTHERN MISSOURI","5015.40","2952.68","2062.72","41.13","","JEFF","","","","","","DEFAULT","FARMERS BANK OF NORTHERN MISSOURI","CORYDON","IA",
"11294","10/16/23","OUTS","6120","DOROTHY MAE KIDS ACADEMY","4270.60","5900.00","-1629.40","-38.15","","JEFF","","","","","","DEFAULT","DOROTHY MAE KIDS ACADEMY","URBANDALE","IA",
"11295","06/30/23","OUTS","6121","WANDRO & ASSOCIATES","1362.00","935.86","426.14","31.29","185.00","JEFF","","","","","","DEFAULT","WANDRO & ASSOCIATES","DES MOINES","IA",
"11423","10/09/23","OUTS","6147","CIVIL ENGINEERING CONSULTANTS INC","16055.40","12836.10","3219.30","20.05","","JEFF","","","","","","1","THE PRESERVE - CIVIL ENGINEERING","WEST DES MOINES","IA",
"","","OUTS","","Product Totals","47813.77","36301.12","11512.65","24.08","185.00","JEFF",

"10600","05/08/23","PRMT","5938","WAUKEE AREA CHRISTIAN SERVICES","0.00","32.21","-32.21","","","JEFF","","","","","","1","WESTVIEW CHURCH","WAUKEE","IA",
"10840","11/09/22","PRMT","6014","NEW OPPORTUNITIES","150.00","0.00","150.00","100.00","","JEFF","","","","","","DEFAULT","NEW OPPORTUNITIES","CARROLL","IA",
"10866-1","11/09/22","PRMT","5163","CHANDLER SIGNS LLC","0.00","0.00","0.00","","","JEFF","","","","","","2","CINEMARK - CHANDLER SIGNS","ALTOONA","IA",
"10893","01/19/23","PRMT","6027","CIGARETTE ENERGY DISCOUNT STORE","0.00","34.03","-34.03","","","JEFF","","","","","","DEFAULT","CIGARETTE ENERGY DISCOUNT STORE","DES MOINES","IA",
"10913-2","08/22/23","PRMT","6028","FARMERS BANK OF NORTHERN MISSOURI","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","FARMERS BANK OF NORTHERN MISSOURI","PRINCETON","MO",
"10928-1","11/28/22","PRMT","6036","CONSTRUCTION & AGGREGATE PRODUCTS","0.00","68.04","-68.04","","","JEFF","","","","","","DEFAULT","CONSTRUCTION & AGGREGATE PRODUCTS","DES MOINES","IA",
"10951-1","11/21/22","PRMT","6039","SERVICE REPS.  INC.","0.00","79.39","-79.39","","","JEFF","","","","","","DEFAULT","SERVICE REPS., INC.","GRIMES","IA",
"10953-1","11/03/22","PRMT","5258","PATTISONID","150.00","45.36","104.64","69.76","229.16","JEFF","","","","","","13","ATHLETICO PHYSICAL THERAPY","JOHNSTON","IA",
"10972-1","02/28/23","PRMT","6042","SMITH MILLS LAW","0.00","68.04","-68.04","","","JEFF","","","","","","DEFAULT","SMITH MILLS LAW","WEST DES MOINES","IA",
"10979","07/05/23","PRMT","6046","HOPE DEVELOPMENT & REALTY","0.00","68.04","-68.04","","200.00","JEFF","","","","","","DEFAULT","HOPE PLAZA 2","GRIMES","IA",
"10980","01/23/23","PRMT","5823","LUMINEO SIGNS.","0.00","79.39","-79.39","","","JEFF","","","","","","2","HOMEGROWN - LUMINOUS NEON","DES MOINES","IA",
"10982-1","02/07/23","PRMT","6049","FREEMAN","0.00","34.03","-34.03","","","JEFF","","","","","","DEFAULT","FREEMAN","DES MOINES","IA",
"11022","03/31/23","PRMT","6009","MANAGEMENT PROFESSIONALS  INC. A DIVISION OF R & R REALTY GROUP","0.00","45.36","-45.36","","","JEFF","","","","","","3","IOWA WEIGHT LOSS SPECIALISTS - R&R REALTY","DES MOINES","IA",
"11051","02/27/23","PRMT","2460","DOWNING INC.","0.00","45.36","-45.36","","","JEFF","","","","","","19","ANKENY ORTHODONTICS - DOWNING","ANKENY","IA",
"11052","04/04/23","PRMT","6060","STOUT SIGN COMPANY","0.00","0.00","0.00","","","JEFF","","","","","","1","BIG O TIRES - STOUT SIGN COMPANY","AMES","IA",
"11098","03/22/23","PRMT","6078","SPECTRUM SIGN SYSTEMS","0.00","45.36","-45.36","","","JEFF","","","","","","1","ENDEAVOR - SPECTRUM SIGN SYSTEMS","ANKENY","IA",
"11106","03/13/23","PRMT","2460","DOWNING INC.","0.00","0.00","0.00","","","JEFF","","","","","","20","MAIN STREET DENTAL - DOWNING","AMES","IA",
"11128","03/31/23","PRMT","2535","ATLAS SIGN INDUSTRIES","0.00","0.00","0.00","","","JEFF","","","","","","89","BRUEGGER´S BAGELS - ATLAS SIGNS","CLIVE","IA",
"11129","04/22/23","PRMT","2460","DOWNING INC.","0.00","0.00","0.00","","","JEFF","","","","","","21","FOOT & ANKLE CENTER OF IOWA - DOWNING","ANKENY","IA",
"11131","04/10/23","PRMT","6080","CURING CRACK CHIROPRACTIC","0.00","45.36","-45.36","","","JEFF","","","","","","DEFAULT","CURING CRACK CHIROPRACTIC","JOHNSTON","IA",
"11139","04/12/23","PRMT","2460","DOWNING INC.","150.00","0.00","150.00","100.00","","JEFF","","","","","","22","TODAY'S DENTAL - DOWNING CONSTRUCTION","BELLEVUE","NE",
"11142","04/11/23","PRMT","3747","BARTUSH SIGNS","0.00","45.36","-45.36","","","JEFF","","","","","","3","PRAXAIR","DES MOINES","IA",
"11149","06/09/23","PRMT","6078","SPECTRUM SIGN SYSTEMS","0.00","90.72","-90.72","","","JEFF","","","","","","2","ENDEAVOR - SPECTRUM SIGN SYSTEMS","ALTOONA","IA",
"11154","06/29/23","PRMT","5836","MITCHELL SIGNS","150.00","45.36","104.64","69.76","70.00","JEFF","","","","","","2","IRBY - MITCHELL SIGNS","DES MOINES","IA",
"11155","06/08/23","PRMT","6083","WALMART OUTLOT #4","0.00","45.36","-45.36","","","JEFF","","","","","","DEFAULT","WALMART OUTLOT #4","GRIMES","IA",
"11174","04/11/23","PRMT","3205","STRATUS","0.00","0.00","0.00","","","JEFF","","","","","","46","US BANK - STRATUS","DES MOINES","IA",
"11176","04/10/23","PRMT","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","150.00","90.72","59.28","39.52","205.00","JEFF","","","","","","39","GUIDEPOST MONTESSORI - SIGNTECH","WAUKEE","IA",
"11183","05/17/23","PRMT","3582","EVERBRITE LLC","150.00","45.36","104.64","69.76","106.51","JEFF","","","","","","26","DOMINO´S - EVERBRITE","INDIANOLA","IA",
"11187","06/13/23","PRMT","5554","IOWA TRUST AND SAVINGS BANK","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","IOWA TRUST AND SAVINGS BANK","PANORA","IA",
"11194-2","06/05/23","PRMT","6093","FOOT & ANKLE CENTER OF IOWA","0.00","56.71","-56.71","","","JEFF","","","","","","DEFAULT","FOOT & ANKLE CENTER OF IOWA","GRIMES","IA",
"11195","05/16/23","PRMT","5379","IOWA TRUST & SAVINGS BANK","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","IOWA TRUST & SAVINGS BANK","EMMETSBURG","IA",
"11201","06/06/23","PRMT","6096","HOGAN HANSEN","0.00","45.36","-45.36","","","JEFF","","","","","","DEFAULT","HOGAN HANSEN","ANKENY","IA",
"11202","05/23/23","PRMT","6097","THE SLAUGHTER HOUSE","0.00","79.39","-79.39","","","JEFF","","","","","","DEFAULT","THE SLAUGHTER HOUSE","DES MOINES","IA",
"11204","05/30/23","PRMT","6098","DESIGN DISPLAY INC.","0.00","45.36","-45.36","","","JEFF","","","","","","1","MOTION INDUSTRIES - DESIGN DISPLAY INC.","ANKENY","IA",
"11206","07/27/23","PRMT","6099","USS UNITED SIGN SYSTEMS","0.00","0.00","0.00","","","JEFF","","","","","","1","KIDS EMPIRE - USS UNITED SIGN SYSTEMS","DES MOINES","IA",
"11207","05/24/23","PRMT","6101","BEISSER LUMBER","0.00","68.04","-68.04","","200.00","JEFF","","","","","","DEFAULT","BEISSER LUMBER","GRIMES","IA",
"11227","06/14/23","PRMT","6105","HAYE'S DESIGN COMPANY","0.00","34.03","-34.03","","180.00","JEFF","","","","","","1","BECK´S","BAYARD","IA",
"11235","05/03/23","PRMT","3205","STRATUS","0.00","0.00","0.00","","","JEFF","","","","","","37","US BANK - STRATUS","WEST DES MOINES","IA",
"11244","10/30/23","PRMT","3461","AURORA SIGN CO.","0.00","45.36","-45.36","","195.00","JEFF","","","","","","19","CHAMPION XPRESS CARWASH","WAVERLY","IA",
"11257","09/18/23","PRMT","6116","FARMERS BANK OF NORTHERN MISSOURI","0.00","22.68","-22.68","","","JEFF","","","","","","DEFAULT","FARMERS BANK OF NORTHERN MISSOURI","CORYDON","IA",
"11294","10/16/23","PRMT","6120","DOROTHY MAE KIDS ACADEMY","0.00","113.40","-113.40","","","JEFF","","","","","","DEFAULT","DOROTHY MAE KIDS ACADEMY","URBANDALE","IA",
"11295","06/30/23","PRMT","6121","WANDRO & ASSOCIATES","0.00","45.36","-45.36","","","JEFF","","","","","","DEFAULT","WANDRO & ASSOCIATES","DES MOINES","IA",
"11302","08/08/23","PRMT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","0.00","90.72","-90.72","","","JEFF","","","","","","1","RIVERPOINT - RIVERPOINT PROPERTIES","DES MOINES","IA",
"11316","07/07/23","PRMT","3205","STRATUS","150.00","90.72","59.28","39.52","100.00","JEFF","","","","","","50","T-MOBILE - STRATUS","GRIMES","IA",
"11331","07/18/23","PRMT","5109","SERIGRAPHICS SIGN SYSTEM","150.00","45.36","104.64","69.76","168.24","JEFF","","","","","","2","SLATE","DES MOINES","IA",
"11340","10/09/23","PRMT","6135","IOWA TRUST AND SAVINGS BANK","0.00","45.36","-45.36","","","JEFF","","","","","","1","IOWA TRUST & SAVINGS BANK","CLIVE","IA",
"11343","10/18/23","PRMT","2460","DOWNING INC.","150.00","45.36","104.64","69.76","","JEFF","","","","","","24","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11365","08/23/23","PRMT","6140","IRI LLC","0.00","0.00","0.00","","","JEFF","","","","","","1","IOWA REALTY","INDIANOLA","IA",
"11380","08/12/23","PRMT","6105","HAYE'S DESIGN COMPANY","0.00","0.00","0.00","","","JEFF","","","","","","3","BECK´S - HAYES DESIGN CO.","COON RAPIDS","IA",
"11389","09/28/23","PRMT","6145","MULCAHY","0.00","22.68","-22.68","","","JEFF","","","","","","1","MULCAHY","GRIMES","IA",
"11415","10/20/23","PRMT","37100","DREES CO.","0.00","22.68","-22.68","","","JEFF","","","","","","DEFAULT","DREES CO.","Carroll","IA",
"11424","10/17/23","PRMT","6018","COUNTRY LANDSCAPES","0.00","22.68","-22.68","","","JEFF","","","","","","2","CANYON LANDING - COUNTRY LANDSCAPES","ANKENY","IA",
