6-Nov-25,16:27:34,,,GROSS MARGIN BY SALESPERSON,,,,,,,,,
10177,4/30/2021,INSTL,3951,ALLEN INDUSTRIES   INC,1496.12,851.6,644.52,43.08,,22,JOHN DEERE - ALLEN INDUSTRIES,MISSOURI VALLEY,IA
10178,5/4/2021,INSTL,3951,ALLEN INDUSTRIES   INC,1319.22,574.84,744.38,56.43,,20,JOHN DEERE - ALLEN INDUSTRIES,AUDUBON,IA
10214,6/21/2021,INSTL,5828,FARMERS BANK OF NORTHERN MISSOURI,804.83,336.32,468.51,58.21,,DEFAULT,FARMERS BANK OF NORTHERN MISSOURI,LEON,IA
10223,5/18/2021,INSTL,5832,FISERV,864.5,290.52,573.98,66.39,,DEFAULT,FISERV,WEST DES MOINES,IA
10248,7/30/2021,INSTL,5823,LUMINEO SIGNS.,1348.04,1156.37,191.67,14.22,,1,MORTON BUILDINGS,JEFFERSON,IA
10252,7/26/2021,INSTL,5836,MITCHELL SIGNS,615.66,542.26,73.4,11.92,212,1,IRBY- MITCHELL SIGNS,DES MOINES,IA
10252,7/26/2021,INSTL,5836,MITCHELL SIGNS,161.86,135.35,26.51,16.38,,1,IRBY- MITCHELL SIGNS,DES MOINES,IA
10257,7/31/2021,INSTL,56450,IMAGE RESOURCE GROUP,194.39,92.24,102.15,52.55,,1,MUTUAL OF OMAHA--IMAGE RESOURCE GROUP,CLIVE,IA
10257,7/31/2021,INSTL,56450,IMAGE RESOURCE GROUP,349.03,214.57,134.46,38.52,,1,MUTUAL OF OMAHA--IMAGE RESOURCE GROUP,CLIVE,IA
10257,7/31/2021,INSTL,56450,IMAGE RESOURCE GROUP,127.91,0,127.91,100,,1,MUTUAL OF OMAHA--IMAGE RESOURCE GROUP,CLIVE,IA
10283,12/28/2021,INSTL,4170,KNAPP PROPERTIES,1129.63,485.33,644.3,57.04,,3,THE PRESERVE,WEST DES MOINES,IA
10283,12/28/2021,INSTL,4170,KNAPP PROPERTIES,936.35,271.7,664.65,70.98,,3,THE PRESERVE,WEST DES MOINES,IA
10290,8/5/2021,INSTL,5856,CITY OF COON RAPIDS,575.77,0,575.77,100,,DEFAULT,CITY OF COON RAPIDS,COON RAPIDS,IA
10294,9/21/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1409.3,857.69,551.61,39.14,,68,US CELLULAR - ATLAS SIGNS,OSKALOOSA,IA
10295,8/19/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1309.2,720.45,588.75,44.97,,67,US CELLULAR - ATLAS SIGNS,INDIANOLA,IA
10295,8/19/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,270.51,0,270.51,100,,67,US CELLULAR - ATLAS SIGNS,INDIANOLA,IA
10296,9/29/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1100.25,1246.72,-146.47,-13.31,,69,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10296,9/29/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,956.48,993.17,-36.69,-3.84,,69,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10296,9/29/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,349.44,260.28,89.16,25.52,,69,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10297,10/20/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,3699.63,2972.68,726.95,19.65,,70,US CELLULAR - ATLAS SIGNS,AMES,IA
10297,10/20/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,349.44,997.92,-648.48,-185.58,,70,US CELLULAR - ATLAS SIGNS,AMES,IA
10298,8/10/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1753.01,1222.85,530.16,30.24,,71,US CELLULAR - ATLAS SIGNS,CENTERVILLE,IA
10298,8/10/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,270.51,489.44,-218.93,-80.93,,71,US CELLULAR - ATLAS SIGNS,CENTERVILLE,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,250.63,-250.63,,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,2400.6,1060.02,1340.58,55.84,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,966.2,938.58,27.62,2.86,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,788.46,332.44,456.02,57.84,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,411.29,0,411.29,100,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10301,10/13/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,411.29,0,411.29,100,,46,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10307-2,9/3/2021,INSTL,5258,PATTISONID,1467.24,783,684.24,46.63,,9,ATHLETICO PHYSICAL THERAPY,WAUKEE,IA
10307-2,9/3/2021,INSTL,5258,PATTISONID,0,0,0,,,9,ATHLETICO PHYSICAL THERAPY,WAUKEE,IA
10307-2,9/3/2021,INSTL,5258,PATTISONID,56.44,0,56.44,100,,9,ATHLETICO PHYSICAL THERAPY,WAUKEE,IA
10318,9/14/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1900.64,464.27,1436.37,75.57,,73,US CELLULAR - ATLAS SIGNS,ALTOONA,IA
10321,7/21/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1472.06,278.58,1193.48,81.08,,74,US CELLULAR - ATLAS SIGNS,CARROLL,IA
10325-2,11/19/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,289.96,613.7,-323.74,-111.65,,53,US CELLULAR - ATLAS SIGN INDUSTRIES,WEST DES MOINES,IA
10325-2,11/19/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1900.64,1015.5,885.14,46.57,,53,US CELLULAR - ATLAS SIGN INDUSTRIES,WEST DES MOINES,IA
10326,7/21/2021,INSTL,5863,WESTERN IOWA NETWORKS,1792.58,610.94,1181.64,65.92,,DEFAULT,WESTERN IOWA NETWORKS,CARROLL,IA
10340-2,11/16/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,75,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10340-2,11/16/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,75,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10341,9/24/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,940.86,1696.96,-756.1,-80.36,,38,US CELLULAR,DES MOINES,IA
10341,9/24/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,950.32,0,950.32,100,,38,US CELLULAR,DES MOINES,IA
10341,9/24/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1055.49,104.15,951.34,90.13,,38,US CELLULAR,DES MOINES,IA
10342,10/4/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1143.94,1020.09,123.85,10.83,,76,US CELLULAR - ATLAS SIGNS,AMES,IA
10342,10/4/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,76,US CELLULAR - ATLAS SIGNS,AMES,IA
10342,10/4/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1038.77,697.51,341.26,32.85,,76,US CELLULAR - ATLAS SIGNS,AMES,IA
10345,9/17/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,950.32,820.1,130.22,13.7,291,39,US CELLULAR 3111- ATLAS SIGN,ANKENY,IA
10345,9/17/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1233.21,877.44,355.77,28.85,,39,US CELLULAR 3111- ATLAS SIGN,ANKENY,IA
10347,9/29/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,950.32,569.97,380.35,40.02,,77,US CELLULAR - ATLAS SIGNS,URBANDALE,IA
10347,9/29/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,940.87,267.41,673.46,71.58,,77,US CELLULAR - ATLAS SIGNS,URBANDALE,IA
10362,10/29/2021,INSTL,5871,AD LIGHT GROUP,46.61,15.02,31.59,67.78,,1,10TH ST. LOFTS,DES MOINES,IA
10362,10/29/2021,INSTL,5871,AD LIGHT GROUP,46.61,0,46.61,100,,1,10TH ST. LOFTS,DES MOINES,IA
10362,10/29/2021,INSTL,5871,AD LIGHT GROUP,460.39,30.03,430.36,93.48,,1,10TH ST. LOFTS,DES MOINES,IA
10362,10/29/2021,INSTL,5871,AD LIGHT GROUP,2816.82,225.23,2591.59,92,,1,10TH ST. LOFTS,DES MOINES,IA
10362,10/29/2021,INSTL,5871,AD LIGHT GROUP,76.23,15.02,61.21,80.3,,1,10TH ST. LOFTS,DES MOINES,IA
10362-2,12/17/2021,INSTL,5871,AD LIGHT GROUP,150.27,122.34,27.93,18.59,,1,10TH ST. LOFTS,DES MOINES,IA
10369,9/23/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1165.6,1258.68,-93.08,-7.99,,78,US CELLULAR - ATLAS SIGNS,BOONE,IA
10369,9/23/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,1102.03,0,1102.03,100,,78,US CELLULAR - ATLAS SIGNS,BOONE,IA
10369,9/23/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,228.57,867.2,-638.63,-279.4,,78,US CELLULAR - ATLAS SIGNS,BOONE,IA
10416,12/13/2021,INSTL,82800,O'REILLY AUTO PARTS,1186.43,1195.23,-8.8,-0.74,285,5,O´REILLY AUTO PARTS,WAUKEE,IA
10416,12/13/2021,INSTL,82800,O'REILLY AUTO PARTS,2625.24,1868.33,756.91,28.83,,5,O´REILLY AUTO PARTS,WAUKEE,IA
10434,9/20/2021,INSTL,3205,STRATUS,177.32,0,177.32,100,,35,OPTUM INFUSION SERVICES,URBANDALE,IA
10434,9/20/2021,INSTL,3205,STRATUS,194.41,121.55,72.86,37.48,,35,OPTUM INFUSION SERVICES,URBANDALE,IA
10434,9/20/2021,INSTL,3205,STRATUS,145.1,0,145.1,100,,35,OPTUM INFUSION SERVICES,URBANDALE,IA
10472,1/31/2022,INSTL,2141,PRIDE NEON  INC.,300.51,175,125.51,41.77,,5,POET BIOREFINING - PRIDE NEON INC.,SHELL ROCK,IA
10473,1/31/2022,INSTL,2141,PRIDE NEON  INC.,300.51,163.48,137.03,45.6,,2,POET BIOREFINING - PRIDE NEON INC.,MENLO,IA
10474,2/9/2022,INSTL,2141,PRIDE NEON  INC.,429.18,0,429.18,100,,6,POET BIOREFINING - PRIDE NEON INC.,IOWA FALLS,IA
10474-2,6/8/2022,INSTL,2141,PRIDE NEON  INC.,300.51,273.53,26.98,8.98,,6,POET BIOREFINING - PRIDE NEON INC.,IOWA FALLS,IA
10475,2/1/2022,INSTL,2141,PRIDE NEON  INC.,300.51,215.22,85.29,28.38,,4,POET BIOREFINING - PRIDE NEON INC.,ARTHUR,IA
10475,2/1/2022,INSTL,2141,PRIDE NEON  INC.,429.18,98.43,330.75,77.07,,4,POET BIOREFINING - PRIDE NEON INC.,ARTHUR,IA
10476,2/9/2022,INSTL,2141,PRIDE NEON  INC.,429.18,107.3,321.88,75,,3,POET BIOREFINING - PRIDE NEON INC.,FAIRBANK,IA
10476-2,4/7/2022,INSTL,2141,PRIDE NEON  INC.,300.51,185,115.51,38.44,,3,POET BIOREFINING - PRIDE NEON INC.,FAIRBANK,IA
10489,11/16/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,79,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10489,11/16/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,79,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10489,11/16/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,79,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10492,11/17/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,184.2,250.72,-66.52,-36.11,,80,US CELLULAR - ATLAS SIGNS,GRIMES,IA
10492-2,2/9/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,2088.84,1229.17,859.67,41.16,,80,US CELLULAR - ATLAS SIGNS,GRIMES,IA
10492-2,2/9/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,100.77,0,100.77,100,,80,US CELLULAR - ATLAS SIGNS,GRIMES,IA
10493,2/3/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,1404.32,1589.08,-184.76,-13.16,,81,US CELLULAR - ATLAS SIGNS,PERRY,IA
10493,2/3/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,605.71,0,605.71,100,,81,US CELLULAR - ATLAS SIGNS,PERRY,IA
10493,2/3/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,3616.34,2039.74,1576.6,43.6,,81,US CELLULAR - ATLAS SIGNS,PERRY,IA
10494,1/19/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,940.86,399.45,541.41,57.54,,82,US CELLULAR - ATLAS SIGNS,WAUKEE,IA
10494,1/19/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,245.63,0,245.63,100,,82,US CELLULAR - ATLAS SIGNS,WAUKEE,IA
10494,1/19/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,1129.44,522.68,606.76,53.72,,82,US CELLULAR - ATLAS SIGNS,WAUKEE,IA
10495-2,12/23/2021,INSTL,2535,ATLAS SIGN INDUSTRIES,950.32,950.5,-0.18,-0.02,,83,US CELLULAR - ATLAS SIGNS,DES MOINES,IA
10513,4/4/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,1254.47,2123.94,-869.47,-69.31,225,85,US CELLULAR - ATLAS SIGNS,NEWTON,IA
10513,4/4/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,1254.47,0,1254.47,100,,85,US CELLULAR - ATLAS SIGNS,NEWTON,IA
10541,7/18/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,0,194.62,-194.62,,,86,US CELLULAR - ATLAS SIGNS,WEST DES MOINES,IA
10541,7/18/2022,INSTL,2535,ATLAS SIGN INDUSTRIES,0,0,0,,,86,US CELLULAR - ATLAS SIGNS,WEST DES MOINES,IA
10548,6/24/2022,INSTL,5258,PATTISONID,3009.16,1413.08,1596.08,53.04,75,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,67.58,0,67.58,100,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,1407.56,504.4,903.16,64.16,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,595.2,121.55,473.65,79.58,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,100.66,0,100.66,100,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,111.16,0,111.16,100,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10548,6/24/2022,INSTL,5258,PATTISONID,816.66,0,816.66,100,,11,ATHLETICO PHYSICAL THERAPY,CARLISLE,IA
10576,3/3/2022,INSTL,5258,PATTISONID,438.44,183.83,254.61,58.07,,9,ATHLETICO PHYSICAL THERAPY ,WAUKEE,IA
10631,3/11/2022,INSTL,4435,PRINCIPLE GLOBAL  INC.,76.11,60.78,15.33,20.14,,10,STIFEL,CLIVE,IA
10631,3/11/2022,INSTL,4435,PRINCIPLE GLOBAL  INC.,333.88,91.18,242.7,72.69,,10,STIFEL,CLIVE,IA
10634,5/12/2022,INSTL,5945,INDIGO SIGNS,1232.19,705.22,526.97,42.77,165,1,TITAN MACHINERY - INDIGO SIGNS,GREENFIELD,IA
10641,5/16/2022,INSTL,5949,CUSTOM EYEZ SIGNS LLC,566.29,955.02,-388.73,-68.65,265,1,BOSS´ PIZZA - CUSTOM EYEZ SIGNS,DES MOINES,IA
10641,5/16/2022,INSTL,5949,CUSTOM EYEZ SIGNS LLC,197.13,0,197.13,100,,1,BOSS´ PIZZA - CUSTOM EYEZ SIGNS,DES MOINES,IA
10641,5/16/2022,INSTL,5949,CUSTOM EYEZ SIGNS LLC,1378.16,0,1378.16,100,,1,BOSS´ PIZZA - CUSTOM EYEZ SIGNS,DES MOINES,IA
10641-2,7/26/2022,INSTL,5949,CUSTOM EYEZ SIGNS LLC,587.27,478.45,108.82,18.53,,1,BOSS´ PIZZA - CUSTOM EYEZ SIGNS,DES MOINES,IA
10643,3/22/2022,INSTL,5951,MASSAGE HEIGHTS,602.05,180.43,421.62,70.03,216.3,DEFAULT,MASSAGE HEIGHTS,JOHNSTON,IA
10654,6/21/2022,INSTL,3951,ALLEN INDUSTRIES   INC,895.25,536.12,359.13,40.12,,25,VAN WALL EQUIPMENT,CARROLL,IA
10705,5/25/2022,INSTL,3798,PACIFIC NEON,1572.45,627.15,945.3,60.12,,3,BOOT BARN,WEST DES MOINES,IA
10710-1,7/18/2022,INSTL,5969,MCFADDEN COMPANIES,435.6,3.8,431.8,99.13,225,1,FAT CHARLIE´S TAVERN,URBANDALE,IA
10710-1,7/18/2022,INSTL,5969,MCFADDEN COMPANIES,210.42,218.31,-7.89,-3.75,,1,FAT CHARLIE´S TAVERN,URBANDALE,IA
10721,5/3/2022,INSTL,5924,AMERICAN/ INTERSTATE SIGN CRAFTERS,963.02,335.76,627.26,65.13,,1,PETCO - AMERICAN/ INTERSTATE SIGN CRAFTERS,DES MOINES,IA
10729-1,7/19/2022,INSTL,5945,INDIGO SIGNS,1443.82,248.33,1195.49,82.8,,2,TITAN MACHINERY - INDIGO SIGNS,AVOCA,IA
10729-1,7/19/2022,INSTL,5945,INDIGO SIGNS,893.17,758.05,135.12,15.13,,2,TITAN MACHINERY - INDIGO SIGNS,AVOCA,IA
10745,5/25/2022,INSTL,3798,PACIFIC NEON,668.96,2025.58,-1356.62,-202.8,,3,BOOT BARN,WEST DES MOINES,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,1335.75,2132.95,-797.2,-59.68,310,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,647.31,0,647.31,100,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,1832.87,0,1832.87,100,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,1206.11,682.95,523.16,43.38,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,481.95,450.46,31.49,6.53,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,4472.8,634.41,3838.39,85.82,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-1,10/5/2022,INSTL,3461,AURORA SIGN CO.,1225,118.64,1106.36,90.32,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10776-2,10/27/2022,INSTL,3461,AURORA SIGN CO.,293.88,144.84,149.04,50.71,,12,CHAMPION XPRESS CARWASH,URBANDALE,IA
10780-1,6/15/2022,INSTL,3798,PACIFIC NEON,303.93,183.18,120.75,39.73,31,3,BOOT BARN,WEST DES MOINES,IA
10780-1,6/15/2022,INSTL,3798,PACIFIC NEON,132.99,156.94,-23.95,-18.01,,3,BOOT BARN,WEST DES MOINES,IA
10781,9/20/2022,INSTL,3461,AURORA SIGN CO.,2946.94,1051.62,1895.32,64.31,195.58,11,CHAMPION XPRESS CARWASH,MARSHALLTOWN,IA
10781,9/20/2022,INSTL,3461,AURORA SIGN CO.,1826,873.42,952.58,52.17,,11,CHAMPION XPRESS CARWASH,MARSHALLTOWN,IA
10802-2,11/29/2022,INSTL,3461,AURORA SIGN CO.,1808.69,790.27,1018.42,56.31,,13,CHAMPION XPRESS CARWASH,OTTUMWA,IA
10802-2,11/29/2022,INSTL,3461,AURORA SIGN CO.,2087.08,3224.07,-1136.99,-54.48,,13,CHAMPION XPRESS CARWASH,OTTUMWA,IA
10802-3,12/31/2022,INSTL,3461,AURORA SIGN CO.,1390.15,1068.12,322.03,23.17,,13,CHAMPION XPRESS CARWASH,OTTUMWA,IA
10808,10/24/2022,INSTL,2395,ARCHITECTURAL GRAPHICS  INC.,2589.2,2578.99,10.21,0.39,,20,KOHL´S - AGI,URBANDALE,IA
10808,10/24/2022,INSTL,2395,ARCHITECTURAL GRAPHICS  INC.,2170.93,1132.83,1038.1,47.82,,20,KOHL´S - AGI,URBANDALE,IA
10820-3,4/30/2024,INSTL,3461,AURORA SIGN CO.,694,84.18,609.82,87.87,,14,CHAMPION XPRESS CARWWASH,DES MOINES,IA
10820-3,4/30/2024,INSTL,3461,AURORA SIGN CO.,980,0,980,100,,14,CHAMPION XPRESS CARWWASH,DES MOINES,IA
10820-3,4/30/2024,INSTL,3461,AURORA SIGN CO.,980,1334.75,-354.75,-36.2,,14,CHAMPION XPRESS CARWWASH,DES MOINES,IA
10820-4,6/17/2024,INSTL,3461,AURORA SIGN CO.,1913,2033.11,-120.11,-6.28,,14,CHAMPION XPRESS CARWWASH,DES MOINES,IA
10820-4,6/17/2024,INSTL,3461,AURORA SIGN CO.,524.03,171.6,352.43,67.25,,14,CHAMPION XPRESS CARWWASH,DES MOINES,IA
10821,10/7/2022,INSTL,5995,PAWS & PINTS,3930.45,2256.12,1674.33,42.6,,DEFAULT,PAWS & PINTS,DES MOINES,IA
10836,7/21/2022,INSTL,5510,THE ENPRO GROUP,150,61.49,88.51,59.01,,2,AT&T,DES MOINES,IA
10866-1,11/9/2022,INSTL,5163,CHANDLER SIGNS LLC,1254.6,2644.29,-1389.69,-110.77,,2,CINEMARK - CHANDLER SIGNS,ALTOONA,IA
10868-1,1/19/2023,INSTL,3205,STRATUS,0,0,0,,,41,FARMERS INSURANCE - AARON HOWARD AGENCY - MC ICON,URBANDALE,OH
10868-1,1/19/2023,INSTL,3205,STRATUS,0,0,0,,,41,FARMERS INSURANCE - AARON HOWARD AGENCY - MC ICON,URBANDALE,OH
10870-2,10/14/2022,INSTL,5115,APEX SIGN GROUP,1169.37,530.05,639.32,54.67,,7,PETCO - APEX SIGN GROUP,WEST DES MOINES,IA
10870-2,10/14/2022,INSTL,5115,APEX SIGN GROUP,150,0,150,100,,7,PETCO - APEX SIGN GROUP,WEST DES MOINES,IA
10871,9/26/2022,INSTL,5115,APEX SIGN GROUP,1169.37,370.06,799.31,68.35,,6,PETCO - APEX SIGN GROUP,DES MOINES,IA
10871,9/26/2022,INSTL,5115,APEX SIGN GROUP,503.52,776.53,-273.01,-54.22,,6,PETCO - APEX SIGN GROUP,DES MOINES,IA
10871,9/26/2022,INSTL,5115,APEX SIGN GROUP,1988.39,87.92,1900.47,95.58,,6,PETCO - APEX SIGN GROUP,DES MOINES,IA
10871,9/26/2022,INSTL,5115,APEX SIGN GROUP,648.73,154.88,493.85,76.13,,6,PETCO - APEX SIGN GROUP,DES MOINES,IA
10871,9/26/2022,INSTL,5115,APEX SIGN GROUP,150,0,150,100,,6,PETCO - APEX SIGN GROUP,DES MOINES,IA
10924,11/2/2022,INSTL,3951,ALLEN INDUSTRIES   INC,640,225.25,414.75,64.8,,13,MACK TRUCKS--ALLEN INDUSTRIES,FORT DODGE,IA
10925-1,11/2/2022,INSTL,3951,ALLEN INDUSTRIES   INC,640,257.4,382.6,59.78,,9,MACK TRUCKS / ALLEN INDUSTRIES,CARROLL,IA
10938,10/6/2022,INSTL,5510,THE ENPRO GROUP,150,48.28,101.72,67.81,,2,AT&T,DES MOINES,IA
10980,1/23/2023,INSTL,5823,LUMINEO SIGNS.,764.05,220.03,544.02,71.2,,2,HOMEGROWN - LUMINOUS NEON,DES MOINES,IA
10980,1/23/2023,INSTL,5823,LUMINEO SIGNS.,1195.61,427.09,768.52,64.28,,2,HOMEGROWN - LUMINOUS NEON,DES MOINES,IA
10980,1/23/2023,INSTL,5823,LUMINEO SIGNS.,1058.21,699.13,359.08,33.93,,2,HOMEGROWN - LUMINOUS NEON,DES MOINES,IA
10980,1/23/2023,INSTL,5823,LUMINEO SIGNS.,1032.48,176.9,855.58,82.87,,2,HOMEGROWN - LUMINOUS NEON,DES MOINES,IA
10987-1,11/10/2022,INSTL,5510,THE ENPRO GROUP,90,111.49,-21.49,-23.88,,2,AT&T,DES MOINES,IA
10994-1,11/29/2022,INSTL,3461,AURORA SIGN CO.,1107.15,1013.38,93.77,8.47,,13,CHAMPION XPRESS CARWASH,OTTUMWA,IA
10995-1,12/14/2022,INSTL,5258,PATTISONID,3187.86,2580.46,607.4,19.05,,13,ATHLETICO PHYSICAL THERAPY,JOHNSTON,IA
10995-1,12/14/2022,INSTL,5258,PATTISONID,98.36,0,98.36,100,,13,ATHLETICO PHYSICAL THERAPY,JOHNSTON,IA
10995-1,12/14/2022,INSTL,5258,PATTISONID,65.3,0,65.3,100,,13,ATHLETICO PHYSICAL THERAPY,JOHNSTON,IA
11012,1/19/2023,INSTL,6047,VAN WALL EQUIPMENT - JOHN DEERE,1719.03,1076.72,642.31,37.36,,DEFAULT,VAN WALL EQUIPMENT - JOHN DEERE,COLFAX,IA
11022,3/31/2023,INSTL,6009,MANAGEMENT PROFESSIONALS  INC. A DIVISION OF R & R REALTY GROUP,1890.11,948.46,941.65,49.82,232.24,3,IOWA WEIGHT LOSS SPECIALISTS - R&R REALTY,DES MOINES,IA
11023,3/31/2023,INSTL,6009,MANAGEMENT PROFESSIONALS  INC. A DIVISION OF R & R REALTY GROUP,711.6,1493.91,-782.31,-109.94,,4,IOWA WEIGHT LOSS SPECIALISTS - R&R REALTY,WEST DES MOINES,IA
11052,4/4/2023,INSTL,6060,STOUT SIGN COMPANY,2408.48,2040.78,367.7,15.27,512.6,1,BIG O TIRES - STOUT SIGN COMPANY,AMES,IA
11052,4/4/2023,INSTL,6060,STOUT SIGN COMPANY,1221.04,439.03,782.01,64.04,,1,BIG O TIRES - STOUT SIGN COMPANY,AMES,IA
11052,4/4/2023,INSTL,6060,STOUT SIGN COMPANY,1217.54,624.01,593.53,48.75,,1,BIG O TIRES - STOUT SIGN COMPANY,AMES,IA
11052,4/4/2023,INSTL,6060,STOUT SIGN COMPANY,554.14,469.66,84.48,15.25,,1,BIG O TIRES - STOUT SIGN COMPANY,AMES,IA
11052,4/4/2023,INSTL,6060,STOUT SIGN COMPANY,727.12,425.09,302.03,41.54,,1,BIG O TIRES - STOUT SIGN COMPANY,AMES,IA
11070,1/23/2023,INSTL,5823,LUMINEO SIGNS.,596.05,115.35,480.7,80.65,,2,HOMEGROWN - LUMINOUS NEON,DES MOINES,IA
11092,3/2/2023,INSTL,5806,ANKENY ORTHODONTICS PC,258.54,116.43,142.11,54.97,,DEFAULT,ANKENY ORTHODONTICS PC,ANKENY,IA
11092,3/2/2023,INSTL,5806,ANKENY ORTHODONTICS PC,184.1,19.9,164.2,89.19,,DEFAULT,ANKENY ORTHODONTICS PC,ANKENY,IA
11098,3/22/2023,INSTL,6078,SPECTRUM SIGN SYSTEMS,501.32,503.62,-2.3,-0.46,230,1,ENDEAVOR - SPECTRUM SIGN SYSTEMS,ANKENY,IA
11098,3/22/2023,INSTL,6078,SPECTRUM SIGN SYSTEMS,501.32,48.28,453.04,90.37,,1,ENDEAVOR - SPECTRUM SIGN SYSTEMS,ANKENY,IA
11128,3/31/2023,INSTL,2535,ATLAS SIGN INDUSTRIES,2954.57,919.11,2035.46,68.89,,89,BRUEGGER´S BAGELS - ATLAS SIGNS,CLIVE,IA
