"06 NOV 2025","16:23:27","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/23 through 10/31/24",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"11683","06/24/24","INSTL","5752","CLARK & ASSOCIATES PROSTHETICS AND ORTHOTICS","243.17","3.80","239.37","98.44","","JEFF","","","","","","1","Clark & Associates Prosthetics and Orthotics","Coralville","IA",
"11683","06/24/24","INSTL","5752","CLARK & ASSOCIATES PROSTHETICS AND ORTHOTICS","221.23","0.00","221.23","100.00","","JEFF","","","","","","1","Clark & Associates Prosthetics and Orthotics","Coralville","IA",
"11703","03/19/24","INSTL","5791","VAN WALL EQUIPMENT","2064.13","884.96","1179.17","57.13","","JEFF","","","","","","8","Van Wall Equipment - John Deere","Albia","IA",
"11721","06/12/24","INSTL","3461","AURORA SIGN CO.","1885.80","819.90","1065.90","56.52","","JEFF","","","","","","19","Champion Xpress Carwash","Waverly","IA",
"11765","05/29/24","INSTL","5258","PATTISONID","402.06","137.28","264.78","65.86","","JEFF","","","","","","18","Avantax - Chandler Signs","Des Moines","IA",
"11806","04/10/24","INSTL","3461","AURORA SIGN CO.","325.12","29.21","295.91","91.02","","JEFF","","","","","","20","Champion Xpress Carwash","Des Moines","IA",
"11807","06/17/24","INSTL","3461","AURORA SIGN CO.","342.21","138.30","203.91","59.59","","JEFF","","","","","","14","Champion Xpress Carwwash","Des Moines","IA",
"11816","04/17/24","INSTL","6178","MEMBERS 1ST CREDIT UNION","341.44","302.68","38.76","11.35","","JEFF","","","","","","4","Members 1st Credit Union","Boone","IA",
"11824","06/29/24","INSTL","2460","DOWNING INC.","1741.23","533.03","1208.20","69.39","","JEFF","","","","","","27","Vibrant Insurance - Downing","Waukee","IA",
"11825","08/02/24","INSTL","2460","DOWNING INC.","1477.34","999.89","477.45","32.32","","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"11858","06/26/24","INSTL","3461","AURORA SIGN CO.","626.68","493.21","133.47","21.30","","JEFF","","","","","","14","Champion Xpress Carwwash","Des Moines","IA",
"11875","06/11/24","INSTL","3461","AURORA SIGN CO.","90.00","188.76","-98.76","-109.73","","JEFF","","","","","","20","Champion Xpress Carwash","Des Moines","IA",
"11906","06/30/24","INSTL","3205","STRATUS","658.32","593.31","65.01","9.88","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","93.47","1.58","91.89","98.31","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","151.76","0.00","151.76","100.00","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","155.58","0.00","155.58","100.00","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","163.97","0.00","163.97","100.00","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","219.31","0.00","219.31","100.00","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11906","06/30/24","INSTL","3205","STRATUS","178.11","0.00","178.11","100.00","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11910","06/24/24","INSTL","3205","STRATUS","447.55","438.60","8.95","2.00","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11910","06/24/24","INSTL","3205","STRATUS","324.68","0.00","324.68","100.00","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11910","06/24/24","INSTL","3205","STRATUS","25.00","0.00","25.00","100.00","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11910","06/24/24","INSTL","3205","STRATUS","178.11","0.00","178.11","100.00","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11910","06/24/24","INSTL","3205","STRATUS","154.93","5.12","149.81","96.70","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11910","06/24/24","INSTL","3205","STRATUS","246.43","0.00","246.43","100.00","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11925","09/30/24","INSTL","3205","STRATUS","2412.84","0.00","2412.84","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","1206.42","1667.79","-461.37","-38.24","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","252.08","294.11","-42.03","-16.67","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","1002.90","0.00","1002.90","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","5694.00","2919.08","2774.92","48.73","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","1672.74","0.00","1672.74","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","701.76","0.00","701.76","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","701.76","223.08","478.68","68.21","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925","09/30/24","INSTL","3205","STRATUS","360.44","188.76","171.68","47.63","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-2","10/09/24","INSTL","3205","STRATUS","2776.75","3416.30","-639.55","-23.03","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-3","10/16/24","INSTL","3205","STRATUS","319.56","0.00","319.56","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-3","10/16/24","INSTL","3205","STRATUS","1651.87","30.65","1621.22","98.14","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-4","10/29/24","INSTL","3205","STRATUS","13696.32","13847.13","-150.81","-1.10","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-4","10/29/24","INSTL","3205","STRATUS","4916.11","6924.48","-2008.37","-40.85","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11925-4","10/29/24","INSTL","3205","STRATUS","863.52","0.00","863.52","100.00","","JEFF","","","","","","61","Walmart ","Ames","IA",
"11941","09/16/24","INSTL","6263","THE SIGN FACTORY","484.12","1274.66","-790.54","-163.29","303.44","JEFF","","","","","","1","Forvis - The Sign Factory","West Des Moines","IA",
"11941","09/16/24","INSTL","6263","THE SIGN FACTORY","1302.97","413.26","889.71","68.28","","JEFF","","","","","","1","Forvis - The Sign Factory","West Des Moines","IA",
"11941","09/16/24","INSTL","6263","THE SIGN FACTORY","352.39","0.00","352.39","100.00","","JEFF","","","","","","1","Forvis - The Sign Factory","West Des Moines","IA",
"11951","08/27/24","INSTL","6278","DES MOINES IRON & SUPPLY COMPANY","963.43","391.30","572.13","59.38","","JEFF","","","","","","DEFAULT","Des Moines Iron & Supply Company","Des Moines","IA",
"11983","09/20/24","INSTL","3582","EVERBRITE LLC","1270.41","1368.96","-98.55","-7.76","","JEFF","","","","","","27","MADISON PETERSON AGENCY - EVERBRITE","CRESTON","IA",
"11983","09/20/24","INSTL","3582","EVERBRITE LLC","260.74","285.01","-24.27","-9.31","","JEFF","","","","","","27","MADISON PETERSON AGENCY - EVERBRITE","CRESTON","IA",
"11983","09/20/24","INSTL","3582","EVERBRITE LLC","1209.06","581.85","627.21","51.88","","JEFF","","","","","","27","MADISON PETERSON AGENCY - EVERBRITE","CRESTON","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","1037.92","289.39","748.53","72.12","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","212.78","0.00","212.78","100.00","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","579.80","68.64","511.16","88.16","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","212.78","0.00","212.78","100.00","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","212.78","0.00","212.78","100.00","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12066","09/30/24","INSTL","6291","MID AMERICA GROUP","298.77","62.80","235.97","78.98","","JEFF","","","","","","1","Coldwell Banker - Mid America Group","West Des Moines","IA",
"12071","10/09/24","INSTL","3951","ALLEN INDUSTRIES   INC","675.00","343.20","331.80","49.16","","JEFF","","","","","","9","MACK TRUCKS / ALLEN INDUSTRIES","CARROLL","IA",
"12085","10/04/24","INSTL","6295","NCCD - DRAKE PROPERTIES  LLC","432.35","141.08","291.27","67.37","","JEFF","","","","","","1","SUBWAY - HUBBELL REALTY","DES MOINES","IA",
"12092","10/29/24","INSTL","3205","STRATUS","4700.00","2727.66","1972.34","41.96","","JEFF","","","","","","61","WALMART - STRATUS UNLIMITED","AMES","IA",
"12115","10/24/24","INSTL","6287","ILLUMATECH INC.","2123.10","414.96","1708.14","80.45","","JEFF","","","","","","2","AUTO ZONE #1922","URBANDALE","IA",
"SC7811","01/29/24","INSTL","5924","AMERICAN/ INTERSTATE SIGN CRAFTERS","2148.18","936.92","1211.26","56.39","","JEFF","","","","","","4","HOME DEPOT - AMERICAN/INTERSTATE SIGNCRAFTERS","WEST DES MOINES","IA",
"","","INSTL","","Product Totals","111456.85","70824.49","40632.36","36.46","1671.17","JEFF",

"11571","02/27/24","INT","6178","MEMBERS 1ST CREDIT UNION","2035.61","1462.15","573.46","28.17","","JEFF","","","","","","3","MEMBERS 1ST CREDIT UNION","ELDORA","IA",
"11652","02/09/24","INT","6205","IOWA TRUST & SAVINGS BANK","154.72","102.96","51.76","33.45","","JEFF","","","","","","DEFAULT","Iowa Trust & Savings Bank","Sac City","IA",
"11741","06/24/24","INT","6225","KEEN PROJECT SOLUTIONS","238.28","214.20","24.08","10.11","","JEFF","","","","","","1","Prime & Providence - Keen Project Solutions","West Des Moines","IA",
"11754","06/10/24","INT","2460","DOWNING INC.","942.21","348.51","593.70","63.01","","JEFF","","","","","","26","Ankeny Children´s Dental - DOWNING","Ankeny","IA",
"11863","06/15/24","INT","6178","MEMBERS 1ST CREDIT UNION","2341.56","1464.94","876.62","37.44","","JEFF","","","","","","2","Members 1st Credit Union","Traer","IA",
"11886","07/30/24","INT","2460","DOWNING INC.","1451.49","911.55","539.94","37.20","","JEFF","","","","","","28","North Ankeny Family Dental","Ankeny","IA",
"11997","10/10/24","INT","2460","DOWNING INC.","4303.62","1943.97","2359.65","54.83","","JEFF","","","","","","29","Vibrant Insurance - Downing","West Des Moines","IA",
"","","INT","","Product Totals","11467.49","6448.28","5019.21","43.77","0.00","JEFF",

"11587","11/16/23","MISC","2535","ATLAS SIGN INDUSTRIES","112.50","74.76","37.74","33.55","","JEFF","","","","","","91","ULTA BEAUTY","DES MOINES","IA",
"11997","10/10/24","MISC","2460","DOWNING INC.","679.14","471.58","207.56","30.56","","JEFF","","","","","","29","Vibrant Insurance - Downing","West Des Moines","IA",
"","","MISC","","Product Totals","791.64","546.34","245.30","30.99","0.00","JEFF",

"10820-2","04/02/24","MONMNT","3461","AURORA SIGN CO.","6493.00","3356.45","3136.55","48.31","441.91","JEFF","","","","","","14","CHAMPION XPRESS CARWWASH","DES MOINES","IA",
"11340-3","12/27/23","MONMNT","6135","IOWA TRUST AND SAVINGS BANK","11302.36","6669.59","4632.77","40.99","","JEFF","","","","","","1","IOWA TRUST & SAVINGS BANK","CLIVE","IA",
"11518","01/31/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","236.42","128.70","107.72","45.56","353.07","JEFF","","","","","","3","RIVERPOINT","DES MOINES","IA",
"11518","01/31/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","4753.64","1243.08","3510.56","73.85","","JEFF","","","","","","3","RIVERPOINT","DES MOINES","IA",
"11519","02/04/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","192.09","38.52","153.57","79.95","","JEFF","","","","","","2","RIVERPOINT","DES MOINES","IA",
"11519","02/04/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","4662.31","1667.48","2994.83","64.23","","JEFF","","","","","","2","RIVERPOINT","DES MOINES","IA",
"11520","01/31/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","236.42","23.64","212.78","90.00","","JEFF","","","","","","4","RIVERPOINT","DES MOINES","IA",
"11520","01/31/24","MONMNT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","4753.64","1376.08","3377.56","71.05","","JEFF","","","","","","4","RIVERPOINT","DES MOINES","IA",
"11572","04/17/24","MONMNT","6178","MEMBERS 1ST CREDIT UNION","2102.17","983.39","1118.78","53.22","","JEFF","","","","","","4","MEMBERS 1ST CREDIT UNION","BOONE","IA",
"11817","05/31/24","MONMNT","6178","MEMBERS 1ST CREDIT UNION","5574.02","2640.95","2933.07","52.62","","JEFF","","","","","","5","Members 1st Credit Union","Iowa Falls","IA",
"11829","09/18/24","MONMNT","6248","POLK COUNTY CONSERVATION (BILLING ADDRESS)","42173.15","21239.34","20933.81","49.64","","JEFF","","","","","","1","Polk County Conservation - Easter Lake Park","Des Moines","IA",
"11956","09/09/24","MONMNT","6279","WOOF PACK RESORT & SPA","9261.42","3948.81","5312.61","57.36","241.00","JEFF","","","","","","DEFAULT","Woof Pack Resort & Spa","Johnston","IA",
"11985","09/24/24","MONMNT","6284","PARK AVENUE CHRISTIAN CHURCH","53650.52","40040.04","13610.48","25.37","252.09","JEFF","","","","","","DEFAULT","Park Avenue Christian Church","Des Moines","IA",
"12033","10/23/24","MONMNT","6288","POLK COUNTY AVIATION AUTHORITY","20707.15","10338.51","10368.64","50.07","","JEFF","","","","","","DEFAULT","Ankeny Regional Airport","Ankeny","IA",
"12033","10/23/24","MONMNT","6288","POLK COUNTY AVIATION AUTHORITY","19011.02","13185.47","5825.55","30.64","","JEFF","","","","","","DEFAULT","Ankeny Regional Airport","Ankeny","IA",
"","","MONMNT","","Product Totals","185109.33","106880.05","78229.28","42.26","1288.07","JEFF",

"11160","03/05/24","OUTS","3461","AURORA SIGN CO.","4942.80","5205.90","-263.10","-5.32","490.74","JEFF","","","","","","17","CHAMPION XPRESS CARWASH","INDIANOLA","IA",
"11160","03/05/24","OUTS","3461","AURORA SIGN CO.","4048.67","1737.00","2311.67","57.10","","JEFF","","","","","","17","CHAMPION XPRESS CARWASH","INDIANOLA","IA",
"11244-2","11/16/23","OUTS","3461","AURORA SIGN CO.","7543.00","5068.99","2474.01","32.80","","JEFF","","","","","","19","CHAMPION XPRESS CARWASH","WAVERLY","IA",
"11310-2","06/12/24","OUTS","3461","AURORA SIGN CO.","7226.59","4701.47","2525.12","34.94","","JEFF","","","","","","20","CHAMPION XPRESS CARWASH","DES MOINES","IA",
"11708","03/12/24","OUTS","6178","MEMBERS 1ST CREDIT UNION","1786.85","717.37","1069.48","59.85","","JEFF","","","","","","1","Members 1st Credit Union","Ames","IA",
"11739","03/07/24","OUTS","3461","AURORA SIGN CO.","1079.52","864.06","215.46","19.96","","JEFF","","","","","","17","Champion Xpress Carwash","Indianola","IA",
"11741","06/24/24","OUTS","6225","KEEN PROJECT SOLUTIONS","589.50","479.16","110.34","18.72","","JEFF","","","","","","1","Prime & Providence - Keen Project Solutions","West Des Moines","IA",
"11862","06/15/24","OUTS","6178","MEMBERS 1ST CREDIT UNION","2663.26","1288.77","1374.49","51.61","","JEFF","","","","","","7","MEMBERS 1ST CREDIT UNION","MARSHALLTOWN","IA",
"11862","06/15/24","OUTS","6178","MEMBERS 1ST CREDIT UNION","2665.26","824.59","1840.67","69.06","","JEFF","","","","","","7","MEMBERS 1ST CREDIT UNION","MARSHALLTOWN","IA",
"11947","09/09/24","OUTS","6277","ST. ANTHONY","5192.55","4391.92","800.63","15.42","180.00","JEFF","","","","","","DEFAULT","St. Anthony","Carroll","IA",
"11947","09/09/24","OUTS","6277","ST. ANTHONY","6839.98","3809.47","3030.51","44.31","","JEFF","","","","","","DEFAULT","St. Anthony","Carroll","IA",
"11970","08/06/24","OUTS","5451","MINT PIERCING STUDIO","516.90","302.12","214.78","41.55","","JEFF","","","","","","DEFAULT","Mint Piercing Studio","West Des Moines","IA",
"12033","10/23/24","OUTS","6288","POLK COUNTY AVIATION AUTHORITY","2637.03","2013.00","624.03","23.66","","JEFF","","","","","","DEFAULT","Ankeny Regional Airport","Ankeny","IA",
"","","OUTS","","Product Totals","47731.91","31403.82","16328.09","34.21","670.74","JEFF",

"10820","01/31/24","PRMT","3461","AURORA SIGN CO.","150.00","45.36","104.64","69.76","445.15","JEFF","","","","","","14","CHAMPION XPRESS CARWWASH","DES MOINES","IA",
"10820-2","04/02/24","PRMT","3461","AURORA SIGN CO.","150.00","0.00","150.00","100.00","","JEFF","","","","","","14","CHAMPION XPRESS CARWWASH","DES MOINES","IA",
"11160","03/05/24","PRMT","3461","AURORA SIGN CO.","0.00","80.83","-80.83","","","JEFF","","","","","","17","CHAMPION XPRESS CARWASH","INDIANOLA","IA",
"11310","04/10/24","PRMT","3461","AURORA SIGN CO.","0.00","45.36","-45.36","","","JEFF","","","","","","20","CHAMPION XPRESS CARWASH","DES MOINES","IA",
"11394","12/20/23","PRMT","6130","HILDRETH CONSTRUCTION","0.00","0.00","0.00","","","JEFF","","","","","","1","VAL AIR BALLROOM","WEST DES MOINES","IA",
"11449-2","11/27/23","PRMT","6104","LUMINEO SIGNS.","0.00","0.00","0.00","","","JEFF","","","","","","2","CARLOS O´KELLY´S - LUMINOUS NEON INC.","CEDAR FALLS","IA",
"11458","12/08/23","PRMT","6104","LUMINEO SIGNS.","0.00","22.68","-22.68","","","JEFF","","","","","","1","MORTON BUILDINGS - LUMINOUS NEON INC.","WEST DES MOINES","IA",
"11495","12/18/23","PRMT","6159","ZARLEYCONLEY","0.00","23.64","-23.64","","289.64","JEFF","","","","","","DEFAULT","ZARLEYCONLEY","WEST DES MOINES","IA",
"11518","01/31/24","PRMT","6125","RIVER POINT PROPERTIES C/O HUBBELL PROPERTY MANAGEMENT","0.00","23.64","-23.64","","","JEFF","","","","","","3","RIVERPOINT","DES MOINES","IA",
"11534","01/23/24","PRMT","6170","OGDEN FAMILY DENTAL","0.00","23.64","-23.64","","","JEFF","","","","","","DEFAULT","OGDEN FAMILY DENTAL","OGDEN","IA",
"11535","12/18/23","PRMT","6171","JJ'S TAVERN & GRILL","0.00","47.29","-47.29","","","JEFF","","","","","","1","JJ´S TAVERN & GRILL","ANKENY","IA",
"11556","11/29/23","PRMT","2209","HUBBELL REALTY","0.00","0.00","0.00","","","JEFF","","","","","","31","RIVERPOINT - RIVERPOINT PROPERTIES","DES MOINES","IA",
"11559","01/26/24","PRMT","3205","STRATUS","150.00","0.00","150.00","100.00","75.00","JEFF","","","","","","57","US CELLULAR - STRATUS","URBANDALE","IA",
"11563","01/22/24","PRMT","6176","DAHL AIR CONDITIONING & HEATING LLC","0.00","35.47","-35.47","","","JEFF","","","","","","DEFAULT","DAHL AIR CONDITIONING & HEATING LLC","DESOTO","IA",
"11567","11/13/23","PRMT","6177","ONCE UPON A CHILD","0.00","23.66","-23.66","","","JEFF","","","","","","DEFAULT","ONCE UPON A CHILD","URBANDALE","IA",
"11577","03/19/24","PRMT","6181","LOVE SIGNS","0.00","0.00","0.00","","","JEFF","","","","","","1","BOMGAARS - LOVE SIGNS","WEBSTER CITY","IA",
"11590","04/19/24","PRMT","6104","LUMINEO SIGNS.","0.00","94.58","-94.58","","","JEFF","","","","","","3","HOMEGROWN - LUMINOUS NEON","WEST DES MOINES","IA",
"11605","01/31/24","PRMT","2460","DOWNING INC.","0.00","47.29","-47.29","","","JEFF","","","","","","25","ACCESS SYSTEMS - DOWNING","WAUKEE","IA",
"11651","03/29/24","PRMT","6204","ALPHA LANDSCAPES","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","Alpha Landscapes","Johnston","IA",
"11682","07/10/24","PRMT","5752","CLARK & ASSOCIATES PROSTHETICS AND ORTHOTICS","0.00","26.26","-26.26","","","JEFF","","","","","","DEFAULT","CLARK & ASSOCIATES PROSTHETICS AND ORTHOTICS","CLIVE","IA",
"11731","04/30/24","PRMT","4284","ATERRA REAL ESTATE","0.00","47.29","-47.29","","","JEFF","","","","","","5","I Learn Psychological & Therapy Services - Aterra Real Estate","West Des Moines","IA",
"11741","06/24/24","PRMT","6225","KEEN PROJECT SOLUTIONS","0.00","199.19","-199.19","","","JEFF","","","","","","1","Prime & Providence - Keen Project Solutions","West Des Moines","IA",
"11754","06/10/24","PRMT","2460","DOWNING INC.","0.00","47.29","-47.29","","","JEFF","","","","","","26","Ankeny Children´s Dental - DOWNING","Ankeny","IA",
"11812","08/31/24","PRMT","6242","WOODRUFF CONSTRUCTION  LLC","0.00","0.00","0.00","","","JEFF","","","","","","1","Raccoon Valley Bank - Woodruff Construction","Dallas Center","IA",
"11825","08/02/24","PRMT","2460","DOWNING INC.","0.00","0.00","0.00","","","JEFF","","","","","","29","VIBRANT INSURANCE - DOWNING","WEST DES MOINES","IA",
"11829","09/18/24","PRMT","6248","POLK COUNTY CONSERVATION (BILLING ADDRESS)","0.00","94.57","-94.57","","241.97","JEFF","","","","","","1","Polk County Conservation - Easter Lake Park","Des Moines","IA",
"11862","06/15/24","PRMT","6178","MEMBERS 1ST CREDIT UNION","0.00","23.64","-23.64","","","JEFF","","","","","","7","MEMBERS 1ST CREDIT UNION","MARSHALLTOWN","IA",
"11882","06/11/24","PRMT","6261","TERRI'S FRAME SHOP","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","Terri´s Frame Shop","Urbandale","IA",
"11884","06/12/24","PRMT","3582","EVERBRITE LLC","150.00","70.93","79.07","52.71","51.44","JEFF","","","","","","26","DOMINO´S - EVERBRITE","INDIANOLA","IA",
"11886","07/30/24","PRMT","2460","DOWNING INC.","0.00","47.29","-47.29","","","JEFF","","","","","","28","North Ankeny Family Dental","Ankeny","IA",
"11905","07/17/24","PRMT","6269","MOFFITT'S FORD LINCOLN","0.00","59.11","-59.11","","","JEFF","","","","","","DEFAULT","Moffitt´s Ford Lincoln","Boone","IA",
"11906","06/30/24","PRMT","3205","STRATUS","0.00","101.31","-101.31","","","JEFF","","","","","","59","STORAGE RENTALS OF AMERICA - STRATUS","AMES","IA",
"11910","06/24/24","PRMT","3205","STRATUS","0.00","0.00","0.00","","","JEFF","","","","","","58","Storage Rentals of America","Adel","IA",
"11941","09/16/24","PRMT","6263","THE SIGN FACTORY","0.00","70.93","-70.93","","","JEFF","","","","","","1","Forvis - The Sign Factory","West Des Moines","IA",
"11947","09/09/24","PRMT","6277","ST. ANTHONY","0.00","35.47","-35.47","","","JEFF","","","","","","DEFAULT","St. Anthony","Carroll","IA",
"11951","08/27/24","PRMT","6278","DES MOINES IRON & SUPPLY COMPANY","0.00","82.76","-82.76","","","JEFF","","","","","","DEFAULT","Des Moines Iron & Supply Company","Des Moines","IA",
"11952","08/10/24","PRMT","3582","EVERBRITE LLC","150.00","47.28","102.72","68.48","125.00","JEFF","","","","","","27","MADISON PETERSON AGENCY - EVERBRITE","CRESTON","IA",
"11956","09/09/24","PRMT","6279","WOOF PACK RESORT & SPA","0.00","47.29","-47.29","","","JEFF","","","","","","DEFAULT","Woof Pack Resort & Spa","Johnston","IA",
"11958","08/30/24","PRMT","5962","ADEL TIRE & SERVICE","0.00","47.29","-47.29","","","JEFF","","","","","","DEFAULT","Adel Tire & Service","Adel","IA",
"11978","08/16/24","PRMT","6282","CROPTIMISTIC TECHNOLOGY","0.00","47.29","-47.29","","","JEFF","","","","","","DEFAULT","Croptimistic Technology","Grimes","IA",
"11985","09/24/24","PRMT","6284","PARK AVENUE CHRISTIAN CHURCH","0.00","47.29","-47.29","","","JEFF","","","","","","DEFAULT","Park Avenue Christian Church","Des Moines","IA",
"11989","09/26/24","PRMT","2209","HUBBELL REALTY","0.00","47.29","-47.29","","","JEFF","","","","","","33","Edencrest At Pleasant Hill ","Pleasant Hill","IA",
"12015","10/30/24","PRMT","5763","CHRISTIAN LIFE ASSEMBLY OF GOD","0.00","47.29","-47.29","","","JEFF","","","","","","DEFAULT","Christian Life Assembly of God","Des Moines","IA",
"12033","10/23/24","PRMT","6288","POLK COUNTY AVIATION AUTHORITY","0.00","0.00","0.00","","","JEFF","","","","","","DEFAULT","Ankeny Regional Airport","Ankeny","IA",
"12034","10/09/24","PRMT","6104","LUMINEO SIGNS.","0.00","0.00","0.00","","","JEFF","","","","","","2","Carlos O´Kelly´s - Luminous Neon Inc.","Cedar Falls","IA",
"12048","10/15/24","PRMT","6289","WESTOWN TAP","0.00","23.64","-23.64","","","JEFF","","","","","","DEFAULT","Westown Tap","West Des Moines","IA",
"12053","10/03/24","PRMT","2371","COAST SIGN  INCORPORATED","150.00","64.18","85.82","57.21","107.27","JEFF","","","","","","51","WALGREENS- COAST SIGNS","DES MOINES","IA",
"12104","10/30/24","PRMT","6299","JOHN DEERE/UNIVERSAL","0.00","70.93","-70.93","","","JEFF","","","","","","DEFAULT","John Deere/Universal","Ankeny","IA",
"","","PRMT","","Product Totals","900.00","1909.25","-1009.25","-112.14","1335.47","JEFF",

"11257-2","11/21/23","PYLON","6116","FARMERS BANK OF NORTHERN MISSOURI","12576.57","4835.23","7741.34","61.55","","JEFF","","","","","","DEFAULT","FARMERS BANK OF NORTHERN MISSOURI","CORYDON","IA",
"11574","02/22/24","PYLON","6178","MEMBERS 1ST CREDIT UNION","37540.55","28019.10","9521.45","25.36","35.00","JEFF","","","","","","5","MEMBERS 1ST CREDIT UNION","IOWA FALLS","IA",
"11586","03/13/24","PYLON","5859","VOORHEES COMPANY","3789.13","2701.66","1087.47","28.70","240.65","JEFF","","","","","","3","MEMBERS 1ST CU - VOORHEES COMPANY","AMES","IA",
"11614","03/22/24","PYLON","4236","EASTER SEALS CAMP SUNNYSIDE","2179.01","1385.94","793.07","36.40","","JEFF","","","","","","DEFAULT","EASTER SEALS CAMP SUNNYSIDE","DES MOINES","IA",
"11652","02/09/24","PYLON","6205","IOWA TRUST & SAVINGS BANK","381.89","68.64","313.25","82.03","","JEFF","","","","","","DEFAULT","Iowa Trust & Savings Bank","Sac City","IA",
"11748","04/02/24","PYLON","1800","ACME ELECTRIC","1341.63","743.18","598.45","44.61","","JEFF","","","","","","1","ACME ELECTRIC","DES MOINES","IA",
"11951","08/27/24","PYLON","6278","DES MOINES IRON & SUPPLY COMPANY","2519.78","1544.50","975.28","38.70","367.46","JEFF","","","","","","DEFAULT","Des Moines Iron & Supply Company","Des Moines","IA",
"12034","10/09/24","PYLON","6104","LUMINEO SIGNS.","868.66","1041.33","-172.67","-19.88","","JEFF","","","","","","2","Carlos O´Kelly´s - Luminous Neon Inc.","Cedar Falls","IA",
"12034","10/09/24","PYLON","6104","LUMINEO SIGNS.","470.46","199.86","270.60","57.52","","JEFF","","","","","","2","Carlos O´Kelly´s - Luminous Neon Inc.","Cedar Falls","IA",
"","","PYLON","","Product Totals","61667.68","40539.44","21128.24","34.26","643.11","JEFF",

