Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,Qty On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
404-0118,GRIP GARD base coat interior matte binder 91,PAINT,OZ,LITER,0,1.25,2.1875,1.25,0,0,1.2691,1.25
404-0119,Grip Gard Base Coat 83 Binder 509753,PAINT,OZ,GL,0,0.8028,2.1175,0.8028,0,0,0.835,0.8028
404-0120,BRUSH & ROLLER ADDITIVE,PAINT,OZ,GL,0,0.51469,0.90071,0.5147,0.5147,0,0,0
404-0130,DARK BRONZE PLUS 313E,PAINT,OZ,GL,0,1.02199,1.78848,1.022,0.8611,0,1.0245,1.0062
404-0140,VPS-1 CLEAR BASE,PAINT,OZ,GL,0,0.40531,0.70929,0.4053,0.4053,0,0.4491,0.2027
404-0141,386353 WHITE 101 BASE,PAINT,OZ,GL,0,0.8371,1.46493,0.8371,0.8371,0,0.837,0.8371
404-0148,395602 EXTRA COARSE  B81R,PAINT,OZ,GL,0,1.364,2.387,1.364,1.05,0,1.1932,1.207
404-0150,395599 COARSE B81P ,PAINT,OZ,GL,0,1.00547,1.75957,1.0055,1.0055,0,1.272,1.0055
404-0160,HARDEN FAST 004190,PAINT,OZ,GL,0,0.40075,0.70131,0.4008,0.4008,0,0,0
404-0170,386318 POLY HARDENER,PAINT,OZ,GL,0,0.82953,1.45168,0.8295,0.8295,0,0,0
404-0180,PLUS WASH PR/HRD 390402,PAINT,OZ,GL,0,0.32625,0.57094,0.3263,0.2886,0,0.3263,0.3263
404-0190,HIGH GLOSS CLEAR VPS-2,PAINT,OZ,GL,0,0.72117,1.26205,0.7212,0.7212,0,0,0
404-0194,EFX-LV Hardener 483923,PAINT,OZ,GL,0,1.1629,2.03508,1.1629,0,0,1.163,1.1017
404-0195,Clear Hardener (Universal) 563553,PAINT,OZ,GL,-491,1.37844,2.41227,1.3784,0,0,1.3167,1.2306
404-0196,GRIP GARD PL Sup Top Plus 3.5 VOC 397479,PAINT,OZ,QT,164,3.23438,5.66017,3.2344,0,0,3.3019,3.23
404-0200,390873 PLUS HARDENER,PAINT,OZ,GL,0,1.08156,1.89273,1.0816,0.9114,0,1.1546,1.0816
404-0210,PLUS HARDENER 390688,PAINT,OZ,GL,0,0.93594,1.6379,0.9359,0.9359,0,0,0
404-0220,PLUS HARDENER 80293,PAINT,OZ,GL,0,0.93594,1.6379,0.9359,0.9359,0,0,0
404-0230,LOW GLOSS CLEAR VPS-2,PAINT,OZ,GL,0,0.66773,1.16853,0.6677,0.6677,0,0,0
404-0231,Clear Gloss (Universal) 571430,PAINT,OZ,GL,-2588,1.25,2.1875,1.25,0,0,1.3237,1.25
404-0232,Low Gloss Clear (Universal) 563426,PAINT,OZ,GL,3,1.31101,2.29427,1.311,0,0,1.3393,1.311
404-0233,Satin Clear (Universal) 563423,PAINT,OZ,GL,-8,0.8345,2.1875,0.8345,0,0,0.868,0.8347
404-0234,EFX-LV Low Gloss Clear 510184,PAINT,OZ,GL,0,1.11766,1.95591,1.1177,0,0,1.1177,1.0699
404-0235,EFX-LV Satin Gloss Clear,PAINT,OZ,GL,0,1.05875,1.85281,1.0588,0,0,1.1011,0.878
404-0240,GGP B02 Matte Reducer 391218,PAINT,OZ,GL,0,0.7907,1.71103,0.7907,0.56,0,0.8103,0.7907
404-0250,NON-STOP REDUCER 31199,PAINT,OZ,GL,0,0.21332,0.37331,0.2133,0.2133,0,0,0
404-0260,POLY HARDENER 10AHU31243,PAINT,OZ,GL,0,0.76813,1.34423,0.7681,0.7681,0,0,0
404-0270,390651 BRITE WHITE PRIMER,PAINT,OZ,GL,0,0.5989,1.04808,0.5989,0.5299,0,0.457,0.5989
404-0280,390694 PLUS EPOXY PRIMER,PAINT,OZ,GL,0,0.53313,0.93298,0.5331,0.5331,0,0.5857,0.5331
404-0290,395715 ACCL REDUCER GRIPGRD,PAINT,OZ,GL,0,0.45586,0.79776,0.4559,0.4559,0,0,0
404-0294,EFX-LV Reducer Extra Slow 528284,PAINT,OZ,GL,0,1.05875,1.85281,1.0588,0,0,0.8191,0.9855
404-0295,GRIP GARD Base Coat Medium Reducer 391265,PAINT,OZ,GL,-1399,0.31758,0.55577,0.3176,0,0,0.3213,0.3176
404-0296,GRIP GARD Base Coat Flex Medium Reducer 483311,PAINT,OZ,GL,139,0.21859,0.38253,0.2186,0,0,0.2274,0.2187
404-0297,Grip Gard Surfacer Sealer Hardener GGSURESEALHARDQT 576880,PAINT,OZ,QT,64,0.31758,0.5558,0.3176,0,0,0.7591,0.3177
404-0300,GGP 398318 Reducer***,PAINT,OZ,GL,0,0.35117,1.41804,0.3512,0.28,0,0.3512,0.8103
404-0310,391219 Extra Slow Retarder,PAINT,OZ,GL,0,0.49453,0.86543,0.4945,0.265,0,0.4773,0.3133
404-0320,390877 B01 MATTE REDUCER,PAINT,OZ,GL,0,0.6662,1.16585,0.6662,0.6662,0,0,0
404-0330,395706 RETARDER,PAINT,OZ,GL,0,0.37641,0.65872,0.3764,0.3764,0,0,0
404-0340,GGP Super Top Coat 395714,PAINT,OZ,QT,0,1.97,3.4475,1.97,1.97,0,2.5302,1.97
404-0350,390208 SURFACER PRIMER +,PAINT,OZ,GL,0,0.55695,0.97466,0.557,0.557,0,0,0
404-0355,Grip Gard HB Surfacer,PAINT,OZ,GL,0,0.49969,,0.4997,0,0,0.5912,0.4997
404-0360,390207 HB SURFACER HARDENER +,PAINT,OZ,GL,0,0.49969,0.87446,0.4997,0.4997,0,0.5271,0.4997
404-0361,Epoxy Hardener Grip-Gard 483100GL,PAINT,OZ,GL,128,0.95844,1.67727,0.9584,0.3,0,0.9584,0.9584
404-0362,Epoxy Reducer Grip=Gard 480746GL,PAINT,OZ,GL,128,0.30594,0.5354,0.3059,0,0,0.3059,0.3059
404-0370,TEXTURE ADDITIVE 10AHY322,PAINT,OZ,GL,0,0.99656,1.74398,0.9966,0.9966,0,0,0
404-0380,White Wash Primer ,PAINT,OZ,GL,-556,0.71586,1.25276,0.7159,0.51,0,0.5182,0.7159
404-0381,Epoxy Primer,PAINT,OZ,GL,0,0.75563,1.32235,0.7556,0.51,0,0.7556,0.7556
404-0382,White Surfacer Sealer GGSURWHITEGL 545807,PAINT,OZ,GL,256,0.71586,1.2528,0.7159,0,0,0.6787,0.7159
404-0390,WAX & GREASE REMOVER M600,PAINT,OZ,GL,1856,0.2506,0.43855,0.2506,0.1694,0,0.2674,0.2503
405-0100,1144 IOWA ALUMINUM PAINT,PAINT,OZ,GL,0,0.15008,0.26264,0.1501,0.1501,0,0,0
405-0110,FLAT BLACK,PAINT,OZ,GL,0,0.13008,0.22764,0.1301,0.1301,0,0,0
405-0120,GLOSS BLACK,PAINT,OZ,GL,0,0.22228,0.38899,0.2223,0.2223,0,0.1914,0.1842
405-0121,390490 JET BLACK B15,PAINT,OZ,GL,0,0.94227,1.64897,0.9423,0.1914,0,1.0058,0.9423
405-0130,BLACK SEMIGLOS,PAINT,OZ,GL,0,0.22228,0.38899,0.2223,0.2223,0,0,0
405-0140,IMPLEMENT BLACK ENAMEL PAINT,PAINT,OZ,GL,0,0.1482,0.25935,0.1482,0.1482,0,0,0
405-0145,Jet Black Cote All,PAINT,OZ,GL,-1527,0.42203,0.73855,0.422,0.19,0,0.6506,0.6506
405-0150,SATIN BLACK,PAINT,OZ,GL,0,0.19747,0.34557,0.1975,0.1975,0,0,0
405-0160,DARK BROWN,PAINT,OZ,GL,0,0.1,0.175,0.1,0,0,0,0
405-0170,ANODIZED BROWN SATIN,PAINT,OZ,GL,0,0.18352,0.32116,0.1835,0.1835,0,0,0
